idx,pm2.5
12,68
12,65
13,257
13,174
13,164
13,161
13,137
13,92
13,64
13,87
13,87
13,84
13,95
13,79
13,75
13,79
13,86
13,72
13,89
13,94
13,69
13,49
13,33
13,27
13,20
14,37
14,30
14,18
14,21
14,13
14,23
14,26
14,27
14,30
14,28
14,26
14,26
14,31
14,35
14,36
14,37
14,64
14,83
14,91
14,90
14,102
14,94
14,87
15,211
15,242
15,271
15,249
15,200
15,147
15,114
15,102
15,108
15,135
15,120
15,148
15,127
15,128
15,140
15,148
15,150
15,154
15,197
15,235
15,261
15,269
15,266
16,241
16,205
16,160
16,150
16,148
16,208
16,209
16,183
16,161
16,182
16,230
16,170
16,172
16,154
16,166
16,177
16,191
16,212
16,250
16,268
16,317
16,291
16,313
17,282
17,303
17,349
17,407
17,361
17,234
17,149
17,147
17,184
17,161
17,137
17,146
17,144
17,154
17,173
17,188
17,203
17,233
17,408
17,435
17,403
17,360
17,402
18,383
18,332
18,274
18,256
18,302
18,330
18,367
18,297
18,331
18,323
18,339
18,301
18,310
18,305
18,313
18,336
18,357
18,485
18,426
18,403
18,374
18,333
18,343
19,389
19,368
19,267
19,71
19,81
19,51
19,49
19,44
19,45
19,35
19,29
19,27
19,29
19,16
19,23
19,28
19,22
19,11
19,25
19,16
19,20
19,20
19,18
20,17
20,17
20,17
20,15
20,19
20,16
20,18
20,18
20,18
20,26
20,26
20,25
20,24
20,15
20,17
20,15
20,21
20,40
20,51
20,45
20,61
20,72
20,38
21,29
21,26
21,18
21,15
21,15
21,22
21,21
21,19
21,22
21,25
21,22
21,26
21,32
21,30
21,32
21,30
21,32
21,37
21,49
21,47
21,39
21,35
21,48
22,24
22,23
22,20
22,19
22,16
22,22
22,24
22,24
22,41
22,23
22,19
22,15
22,19
22,17
22,17
22,22
22,22
22,22
22,22
22,22
22,22
22,22
22,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
23,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
24,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,88
25,85
25,90
25,127
25,144
25,203
25,199
25,231
25,274
25,340
25,298
25,268
26,300
26,240
26,213
26,171
26,153
26,153
26,140
26,147
26,158
26,153
26,154
26,143
26,90
26,55
26,52
26,41
26,29
26,37
26,49
26,56
26,38
26,37
26,28
27,22
27,27
27,34
27,27
27,32
27,28
27,28
27,18
27,17
27,16
27,18
27,16
27,12
27,13
27,23
27,21
27,13
27,14
27,23
27,16
27,25
27,20
27,25
28,24
28,25
28,20
28,24
28,17
28,10
28,11
28,16
28,20
28,13
28,12
28,12
28,12
28,12
28,31
28,36
28,42
28,52
28,26
28,24
28,25
28,43
28,47
29,66
29,65
29,70
29,36
29,37
29,22
29,24
29,29
29,35
29,35
29,33
29,32
29,25
29,16
29,26
29,32
29,36
29,37
29,45
29,71
29,67
29,69
29,94
30,35
30,26
30,24
30,20
30,16
30,18
30,19
30,22
30,17
30,18
30,11
30,11
30,16
30,18
30,17
30,19
30,26
30,24
30,54
30,71
30,129
30,145
30,101
31,70
31,67
31,76
31,76
31,68
31,73
31,73
31,64
31,53
31,72
31,78
31,72
31,56
31,54
31,40
31,49
31,63
31,66
31,64
31,63
31,65
31,64
31,64
32,56
32,87
32,72
32,104
32,97
32,96
32,86
32,85
32,92
32,55
32,36
32,27
32,25
32,28
32,32
32,35
32,43
32,70
32,83
32,66
32,70
32,80
32,88
33,71
33,62
33,73
33,107
33,94
33,121
33,132
33,161
33,120
33,72
33,58
33,34
33,14
33,17
33,15
33,23
33,34
33,96
33,87
33,87
33,95
33,105
33,114
34,99
34,102
34,104
34,78
34,33
34,29
34,27
34,27
34,26
34,33
34,29
34,31
34,28
34,28
34,61
34,64
34,80
34,91
34,79
34,48
34,59
34,82
34,63
35,54
35,42
35,47
35,87
35,105
35,90
35,101
35,126
35,114
35,103
35,114
35,100
35,72
35,68
35,72
35,71
35,80
35,70
35,63
35,67
35,62
35,69
35,58
36,51
36,54
36,45
36,47
36,85
36,78
36,68
36,64
36,65
36,80
36,74
36,93
36,77
36,67
36,84
36,77
36,83
36,82
36,100
36,189
36,99
36,71
36,43
37,68
37,69
37,65
37,71
37,77
37,81
37,88
37,90
37,92
37,88
37,80
37,100
37,105
37,118
37,125
37,141
37,152
37,164
37,147
37,162
37,157
37,156
37,160
38,187
38,181
38,185
38,197
38,180
38,172
38,166
38,136
38,133
38,140
38,159
38,169
38,170
38,184
38,163
38,140
38,144
38,166
38,196
38,227
38,210
38,233
38,258
39,230
39,273
39,253
39,254
39,241
39,229
39,199
39,193
39,207
39,176
39,91
39,58
39,39
39,50
39,51
39,49
39,54
39,153
39,181
39,181
39,182
39,156
39,27
40,22
40,21
40,6
40,8
40,8
40,8
40,10
40,9
40,20
40,14
40,16
40,14
40,10
40,7
40,8
40,12
40,15
40,8
40,11
40,18
40,16
40,11
40,10
41,10
41,10
41,12
41,12
41,10
41,10
41,9
41,9
41,11
41,12
41,12
41,12
41,21
41,18
41,13
41,18
41,17
41,19
41,22
41,20
41,24
41,19
41,13
42,22
42,16
42,16
42,11
42,10
42,9
42,11
42,14
42,21
42,26
42,21
42,19
42,13
42,13
42,13
42,13
42,11
42,19
42,22
42,50
42,58
42,60
42,69
43,51
43,54
43,38
43,27
43,23
43,27
43,28
43,24
43,26
43,23
43,37
43,46
43,49
43,53
43,57
43,51
43,64
43,100
43,113
43,136
43,213
43,259
43,267
44,980
44,980
44,599
44,39
44,7
44,8
44,7
44,7
44,7
44,16
44,19
44,15
44,21
44,18
44,16
44,15
44,16
44,16
44,21
44,36
44,51
44,67
44,46
45,27
45,24
45,18
45,15
45,17
45,11
45,16
45,16
45,39
45,25
45,17
45,8
45,11
45,14
45,15
45,15
45,13
45,13
45,26
45,50
45,73
45,96
45,116
46,113
46,91
46,70
46,65
46,51
46,29
46,30
46,26
46,26
46,24
46,21
46,24
46,39
46,79
46,99
46,118
46,140
46,159
46,161
46,167
46,178
46,192
46,198
47,237
47,247
47,227
47,176
47,113
47,46
47,18
47,13
47,22
47,15
47,18
47,18
47,12
47,11
47,11
47,12
47,9
47,9
47,27
47,31
47,39
47,49
47,48
48,38
48,36
48,41
48,80
48,70
48,74
48,77
48,87
48,107
48,54
48,36
48,34
48,19
48,26
48,27
48,27
48,29
48,41
48,47
48,115
48,265
48,236
48,296
49,119
49,115
49,168
49,177
49,191
49,185
49,157
49,114
49,117
49,112
49,107
49,96
49,99
49,82
49,58
49,40
49,45
49,44
49,49
49,65
49,101
49,146
49,165
50,191
50,204
50,190
50,174
50,144
50,120
50,122
50,152
50,158
50,178
50,184
50,184
50,185
50,175
50,165
50,150
50,163
50,172
50,184
50,178
50,211
50,213
50,282
51,215
51,233
51,235
51,214
51,205
51,206
51,220
51,191
51,189
51,109
51,65
51,35
51,35
51,27
51,36
51,30
51,23
51,20
51,30
51,69
51,99
51,117
51,154
52,136
52,143
52,132
52,100
52,89
52,90
52,90
52,99
52,92
52,80
52,56
52,60
52,72
52,76
52,79
52,84
52,92
52,100
52,95
52,81
52,95
52,87
52,86
53,111
53,104
53,129
53,117
53,105
53,112
53,130
53,134
53,136
53,142
53,150
53,148
53,160
53,179
53,183
53,191
53,195
53,196
53,218
53,246
53,264
53,274
53,282
54,242
54,227
54,223
54,227
54,227
54,237
54,243
54,262
54,296
54,301
54,302
54,311
54,307
54,312
54,298
54,292
54,299
54,353
54,368
54,309
54,284
54,244
54,218
55,153
55,135
55,134
55,139
55,148
55,210
55,218
55,253
55,266
55,241
55,235
55,237
55,248
55,180
55,176
55,165
55,138
55,136
55,136
55,130
55,118
55,56
55,55
56,46
56,46
56,45
56,51
56,53
56,50
56,46
56,58
56,75
56,72
56,82
56,81
56,91
56,93
56,90
56,79
56,79
56,70
56,70
56,84
56,103
56,95
56,66
57,35
57,30
57,29
57,31
57,29
57,31
57,34
57,52
57,65
57,89
57,138
57,77
57,88
57,95
57,105
57,101
57,102
57,103
57,105
57,98
57,124
57,112
57,123
58,114
58,115
58,128
58,138
58,145
58,139
58,119
58,114
58,78
58,80
58,37
58,20
58,20
58,14
58,13
58,16
58,15
58,21
58,72
58,85
58,108
58,128
58,161
59,59
59,42
59,35
59,35
59,29
59,25
59,23
59,17
59,25
59,39
59,44
59,51
59,61
59,70
59,70
59,65
59,75
59,86
59,91
59,95
59,89
59,96
59,99
60,101
60,108
60,108
60,115
60,111
60,120
60,125
60,138
60,164
60,169
60,82
60,63
60,37
60,37
60,36
60,30
60,27
60,28
60,34
60,44
60,116
60,139
60,129
61,97
61,92
61,158
61,178
61,135
61,111
61,114
61,121
61,126
61,133
61,146
61,165
61,202
61,230
61,247
61,236
61,227
61,224
61,187
61,150
61,144
61,123
61,134
62,101
62,108
62,126
62,125
62,121
62,123
62,126
62,131
62,126
62,156
62,187
62,220
62,237
62,252
62,226
62,231
62,222
62,246
62,261
62,256
62,255
62,263
62,269
63,89
63,15
63,19
63,15
63,13
63,16
63,19
63,19
63,24
63,24
63,17
63,11
63,17
63,14
63,16
63,16
63,18
63,22
63,30
63,27
63,29
63,20
63,14
64,16
64,12
64,13
64,15
64,11
64,19
64,16
64,27
64,23
64,29
64,26
64,39
64,52
64,65
64,91
64,103
64,99
64,99
64,103
64,96
64,76
64,69
64,83
65,51
65,53
65,68
65,71
65,62
65,58
65,69
65,74
65,67
65,57
65,69
65,83
65,92
65,100
65,108
65,132
65,132
65,134
65,128
65,124
65,116
65,114
65,70
66,68
66,74
66,75
66,63
66,73
66,61
66,63
66,65
66,43
66,29
66,28
66,26
66,29
66,32
66,33
66,43
66,50
66,56
66,63
66,47
66,27
66,20
66,16
67,7
67,8
67,10
67,13
67,11
67,13
67,20
67,18
67,18
67,14
67,20
67,19
67,20
67,20
67,23
67,21
67,14
67,16
67,16
67,26
67,22
67,27
67,51
68,51
68,48
68,61
68,58
68,85
68,84
68,87
68,111
68,105
68,70
68,53
68,48
68,44
68,33
68,37
68,40
68,34
68,32
68,33
68,51
68,62
68,68
68,89
69,106
69,144
69,142
69,140
69,158
69,135
69,145
69,161
69,183
69,199
69,224
69,193
69,167
69,162
69,163
69,163
69,154
69,189
69,210
69,222
69,216
69,219
69,223
70,314
70,59
70,38
70,29
70,27
70,20
70,18
70,19
70,14
70,19
70,23
70,14
70,12
70,12
70,16
70,16
70,17
70,19
70,32
70,53
70,54
70,52
70,91
71,71
71,47
71,40
71,41
71,41
71,38
71,50
71,69
71,82
71,79
71,76
71,78
71,71
71,73
71,68
71,58
71,61
71,58
71,75
71,78
71,64
71,53
71,41
72,44
72,65
72,68
72,75
72,80
72,80
72,105
72,86
72,93
72,90
72,73
72,68
72,68
72,78
72,83
72,86
72,94
72,112
72,108
72,116
72,105
72,112
72,87
73,129
73,153
73,220
73,175
73,132
73,69
73,60
73,50
73,43
73,36
73,26
73,21
73,27
73,21
73,22
73,22
73,17
73,25
73,52
73,30
73,33
73,38
73,44
74,63
74,72
74,67
74,55
74,50
74,55
74,71
74,79
74,72
74,73
74,73
74,53
74,56
74,60
74,64
74,53
74,45
74,54
74,62
74,63
74,67
74,85
74,89
75,41
75,83
75,85
75,41
75,18
75,27
75,33
75,34
75,28
75,27
75,23
75,22
75,26
75,20
75,21
75,24
75,23
75,28
75,39
75,51
75,67
75,66
75,76
76,89
76,96
76,91
76,86
76,83
76,80
76,90
76,110
76,135
76,144
76,166
76,179
76,201
76,227
76,219
76,208
76,202
76,205
76,206
76,209
76,226
76,222
76,239
77,249
77,248
77,247
77,228
77,225
77,222
77,221
77,214
77,217
77,231
77,249
77,245
77,250
77,232
77,243
77,239
77,234
77,240
77,224
77,206
77,217
77,180
77,180
78,180
78,216
78,215
78,700
78,700
78,700
78,473
78,201
78,274
78,381
78,343
78,156
78,64
78,51
78,47
78,37
78,26
78,22
78,19
78,23
78,21
78,27
78,41
79,55
79,46
79,60
79,47
79,50
79,51
79,41
79,48
79,50
79,55
79,56
79,52
79,49
79,53
79,73
79,82
79,90
79,106
79,113
79,121
79,116
79,111
79,83
80,87
80,90
80,90
80,100
80,95
80,96
80,102
80,112
80,315
80,784
80,761
80,204
80,122
80,158
80,226
80,128
80,49
80,47
80,27
80,25
80,27
80,18
80,18
81,16
81,24
81,24
81,25
81,46
81,54
81,60
81,86
81,58
81,63
81,59
81,59
81,54
81,53
81,55
81,60
81,55
81,64
81,64
81,55
81,57
81,63
81,69
82,72
82,71
82,73
82,71
82,70
82,68
82,63
82,67
82,76
82,65
82,44
82,36
82,29
82,20
82,53
82,92
82,134
82,97
82,64
82,52
82,63
82,36
82,22
83,52
83,43
83,44
83,51
83,69
83,54
83,10
83,12
83,10
83,9
83,12
83,12
83,18
83,16
83,20
83,20
83,18
83,30
83,27
83,29
83,33
83,34
83,59
84,67
84,62
84,72
84,48
84,70
84,57
84,61
84,38
84,44
84,37
84,43
84,50
84,64
84,64
84,72
84,70
84,65
84,72
84,84
84,85
84,98
84,142
84,97
85,89
85,61
85,46
85,127
85,134
85,99
85,85
85,75
85,79
85,81
85,74
85,62
85,71
85,58
85,48
85,50
85,54
85,61
85,59
85,62
85,54
85,57
85,44
86,48
86,44
86,56
86,59
86,67
86,68
86,99
86,88
86,74
86,86
86,93
86,96
86,120
86,99
86,100
86,63
86,57
86,46
86,48
86,60
86,57
86,72
86,82
87,100
87,117
87,129
87,132
87,142
87,147
87,169
87,208
87,198
87,203
87,218
87,220
87,222
87,237
87,245
87,260
87,259
87,275
87,280
87,296
87,366
87,317
87,297
88,288
88,254
88,254
88,248
88,271
88,271
88,271
88,271
88,271
88,271
88,271
88,271
88,195
88,195
88,195
88,195
88,195
88,195
88,195
88,195
88,195
88,195
88,195
89,195
89,195
89,195
89,195
89,195
89,195
89,124
89,129
89,129
89,129
89,129
89,129
89,129
89,129
89,129
89,129
89,200
89,187
89,149
89,113
89,85
89,71
89,42
90,39
90,49
90,35
90,31
90,26
90,24
90,22
90,30
90,25
90,21
90,21
90,21
90,35
90,31
90,15
90,16
90,18
90,15
90,17
90,24
90,20
90,54
90,39
91,52
91,41
91,35
91,44
91,45
91,40
91,27
91,27
91,21
91,14
91,14
91,17
91,13
91,17
91,16
91,18
91,12
91,12
91,21
91,30
91,69
91,77
91,49
92,53
92,52
92,53
92,58
92,56
92,60
92,100
92,133
92,138
92,67
92,59
92,82
92,89
92,110
92,128
92,132
92,136
92,132
92,119
92,131
92,161
92,168
92,164
93,178
93,194
93,206
93,191
93,180
93,200
93,170
93,197
93,184
93,167
93,111
93,92
93,44
93,41
93,34
93,27
93,32
93,43
93,61
93,70
93,87
93,98
93,173
94,177
94,169
94,187
94,166
94,161
94,169
94,180
94,166
94,185
94,166
94,171
94,176
94,186
94,142
94,121
94,130
94,132
94,126
94,47
94,25
94,23
94,20
94,18
95,14
95,12
95,18
95,19
95,33
95,26
95,24
95,28
95,27
95,19
95,16
95,15
95,16
95,16
95,15
95,17
95,12
95,15
95,17
95,23
95,19
95,24
95,34
96,55
96,69
96,87
96,102
96,79
96,75
96,68
96,78
96,101
96,114
96,135
96,140
96,118
96,108
96,103
96,94
96,90
96,87
96,80
96,84
96,96
96,110
96,104
97,84
97,74
97,74
97,67
97,69
97,69
97,75
97,78
97,91
97,107
97,107
97,127
97,132
97,128
97,122
97,113
97,105
97,127
97,144
97,158
97,141
97,124
97,131
98,137
98,128
98,103
98,60
98,50
98,63
98,77
98,62
98,58
98,77
98,131
98,121
98,81
98,77
98,67
98,66
98,60
98,71
98,94
98,90
98,85
98,75
98,79
99,89
99,102
99,49
99,14
99,14
99,16
99,14
99,22
99,17
99,16
99,19
99,19
99,24
99,22
99,22
99,32
99,30
99,24
99,29
99,56
99,58
99,53
99,37
100,40
100,44
100,48
100,54
100,73
100,89
100,80
100,84
100,91
100,68
100,67
100,75
100,68
100,63
100,57
100,50
100,63
100,81
100,78
100,79
100,87
100,86
100,86
101,84
101,86
101,108
101,116
101,105
101,95
101,44
101,33
101,23
101,22
101,42
101,88
101,40
101,25
101,29
101,31
101,23
101,14
101,14
101,12
101,11
101,8
101,7
102,11
102,14
102,13
102,13
102,16
102,14
102,14
102,19
102,12
102,13
102,15
102,14
102,13
102,12
102,11
102,13
102,13
102,13
102,17
102,31
102,47
102,68
102,69
103,81
103,55
103,48
103,42
103,39
103,26
103,24
103,25
103,30
103,43
103,42
103,57
103,38
103,41
103,54
103,50
103,81
103,96
103,94
103,84
103,67
103,70
103,76
104,81
104,84
104,97
104,106
104,121
104,130
104,142
104,171
104,196
104,198
104,206
104,203
104,204
104,199
104,193
104,194
104,202
104,200
104,206
104,212
104,220
104,237
104,225
105,239
105,244
105,255
105,247
105,253
105,242
105,244
105,235
105,249
105,254
105,266
105,286
105,289
105,285
105,215
105,185
105,151
105,134
105,143
105,123
105,102
105,96
105,92
106,107
106,103
106,129
106,130
106,116
106,128
106,152
106,154
106,151
106,165
106,149
106,162
106,170
106,143
106,144
106,156
106,161
106,140
106,134
106,138
106,184
106,223
106,212
107,212
107,209
107,198
107,192
107,184
107,177
107,183
107,184
107,195
107,209
107,200
107,207
107,215
107,229
107,248
107,255
107,268
107,264
107,257
107,300
107,309
107,331
107,351
108,385
108,382
108,382
108,369
108,343
108,342
108,324
108,307
108,272
108,131
108,36
108,22
108,17
108,17
108,27
108,170
108,175
108,121
108,198
108,184
108,167
108,155
108,152
109,94
109,100
109,100
109,94
109,87
109,82
109,83
109,94
109,92
109,84
109,69
109,83
109,90
109,95
109,73
109,66
109,77
109,80
109,76
109,80
109,71
109,55
109,53
110,52
110,46
110,38
110,30
110,26
110,27
110,47
110,50
110,51
110,48
110,51
110,49
110,51
110,39
110,23
110,16
110,26
110,32
110,35
110,34
110,46
110,44
110,41
111,31
111,49
111,37
111,27
111,37
111,45
111,44
111,53
111,48
111,47
111,46
111,42
111,40
111,38
111,30
111,34
111,35
111,35
111,26
111,33
111,47
111,41
111,47
112,41
112,60
112,62
112,36
112,31
112,24
112,65
112,51
112,41
112,39
112,31
112,19
112,19
112,18
112,10
112,16
112,23
112,21
112,20
112,23
112,32
112,39
112,38
113,53
113,56
113,54
113,65
113,73
113,70
113,81
113,90
113,86
113,107
113,122
113,114
113,111
113,112
113,111
113,117
113,103
113,85
113,79
113,78
113,83
113,89
113,93
114,93
114,96
114,92
114,106
114,98
114,110
114,129
114,141
114,140
114,142
114,134
114,133
114,128
114,110
114,120
114,135
114,22
114,15
114,19
114,16
114,9
114,7
114,7
115,8
115,5
115,9
115,20
115,8
115,7
115,6
115,16
115,10
115,11
115,11
115,18
115,26
115,25
115,20
115,24
115,15
115,10
115,10
115,14
115,11
115,11
115,16
116,16
116,15
116,17
116,18
116,22
116,19
116,22
116,27
116,31
116,42
116,46
116,50
116,45
116,47
116,30
116,31
116,16
116,14
116,17
116,15
116,14
116,14
116,11
117,27
117,15
117,13
117,11
117,11
117,13
117,13
117,14
117,15
117,14
117,19
117,14
117,13
117,15
117,11
117,20
117,16
117,14
117,17
117,16
117,15
117,38
117,15
118,16
118,19
118,18
118,20
118,19
118,17
118,21
118,20
118,19
118,17
118,16
118,15
118,17
118,22
118,19
118,17
118,18
118,27
118,22
118,18
118,19
118,15
118,19
119,21
119,24
119,32
119,40
119,36
119,20
119,32
119,28
119,21
119,20
119,19
119,19
119,16
119,20
119,15
119,20
119,20
119,23
119,37
119,34
119,39
119,45
119,54
120,70
120,66
120,70
120,82
120,97
120,86
120,94
120,89
120,90
120,86
120,70
120,79
120,80
120,69
120,52
120,48
120,35
120,31
120,37
120,63
120,61
120,74
120,74
121,68
121,77
121,93
121,102
121,111
121,127
121,132
121,146
121,151
121,142
121,115
121,59
121,63
121,65
121,57
121,55
121,45
121,39
121,32
121,32
121,31
121,32
121,24
122,56
122,43
122,69
122,45
122,44
122,64
122,80
122,53
122,102
122,133
122,151
122,149
122,141
122,146
122,150
122,150
122,151
122,142
122,138
122,142
122,142
122,150
122,160
123,114
123,111
123,113
123,120
123,129
123,133
123,118
123,119
123,118
123,132
123,128
123,135
123,123
123,118
123,104
123,121
123,136
123,172
123,208
123,228
123,201
123,142
123,154
124,182
124,158
124,181
124,202
124,202
124,198
124,215
124,216
124,261
124,283
124,282
124,260
124,70
124,32
124,13
124,9
124,7
124,11
124,14
124,14
124,14
124,12
124,10
125,9
125,10
125,10
125,11
125,13
125,12
125,17
125,15
125,19
125,20
125,16
125,20
125,17
125,14
125,18
125,16
125,16
125,18
125,25
125,32
125,35
125,35
125,41
126,50
126,52
126,57
126,64
126,66
126,73
126,72
126,81
126,85
126,87
126,165
126,219
126,228
126,204
126,173
126,126
126,130
126,115
126,58
126,45
126,30
126,38
126,48
127,71
127,49
127,67
127,59
127,78
127,140
127,159
127,191
127,201
127,203
127,202
127,163
127,135
127,119
127,107
127,110
127,114
127,132
127,150
127,154
127,148
127,144
127,133
128,129
128,122
128,120
128,129
128,294
128,100
128,55
128,32
128,19
128,18
128,14
128,20
128,27
128,31
128,39
128,28
128,56
128,53
128,59
128,82
128,108
128,117
128,126
129,125
129,96
129,40
129,46
129,50
129,58
129,55
129,50
129,55
129,45
129,43
129,63
129,62
129,58
129,28
129,32
129,21
129,15
129,15
129,8
129,20
129,11
129,11
130,8
130,7
130,5
130,5
130,5
130,4
130,6
130,10
130,13
130,12
130,12
130,16
130,16
130,18
130,16
130,11
130,20
130,20
130,19
130,24
130,39
130,35
130,54
131,43
131,40
131,37
131,38
131,33
131,31
131,55
131,51
131,55
131,49
131,42
131,44
131,44
131,40
131,43
131,45
131,41
131,43
131,38
131,44
131,43
131,46
131,54
132,54
132,60
132,69
132,75
132,73
132,72
132,78
132,83
132,83
132,82
132,74
132,60
132,43
132,41
132,57
132,66
132,68
132,78
132,83
132,68
132,64
132,69
132,64
133,65
133,61
133,83
133,112
133,99
133,108
133,123
133,117
133,130
133,130
133,138
133,147
133,157
133,140
133,140
133,159
133,158
133,168
133,173
133,181
133,193
133,209
133,216
134,224
134,231
134,237
134,238
134,235
134,222
134,221
134,223
134,203
134,191
134,185
134,181
134,162
134,185
134,188
134,170
134,142
134,126
134,117
134,113
134,122
134,114
134,113
135,105
135,98
135,115
135,121
135,144
135,185
135,182
135,178
135,185
135,163
135,145
135,137
135,136
135,100
135,81
135,56
135,33
135,70
135,87
135,69
135,47
135,48
135,47
136,49
136,36
136,44
136,41
136,50
136,51
136,48
136,53
136,77
136,74
136,82
136,75
136,76
136,79
136,84
136,89
136,89
136,89
136,90
136,83
136,96
136,74
136,84
137,86
137,94
137,105
137,89
137,79
137,13
137,12
137,17
137,13
137,16
137,37
137,53
137,72
137,64
137,60
137,54
137,29
137,41
137,56
137,33
137,31
137,41
137,58
138,38
138,41
138,34
138,27
138,23
138,34
138,34
138,43
138,50
138,47
138,44
138,36
138,29
138,27
138,30
138,30
138,21
138,19
138,21
138,28
138,32
138,33
138,44
139,65
139,66
139,89
139,103
139,113
139,104
139,103
139,75
139,65
139,67
139,53
139,51
139,58
139,39
139,36
139,36
139,34
139,37
139,40
139,43
139,54
139,68
139,78
140,91
140,96
140,106
140,101
140,90
140,95
140,105
140,110
140,116
140,129
140,134
140,120
140,78
140,72
140,79
140,86
140,77
140,82
140,65
140,93
140,148
140,197
140,234
141,214
141,229
141,198
141,163
141,119
141,124
141,131
141,157
141,178
141,187
141,182
141,174
141,167
141,128
141,108
141,121
141,127
141,118
141,116
141,115
141,123
141,106
141,118
142,163
142,155
142,150
142,155
142,176
142,165
142,138
142,139
142,140
142,139
142,135
142,115
142,100
142,104
142,70
142,63
142,53
142,79
142,72
142,165
142,149
142,139
142,93
143,78
143,78
143,73
143,85
143,98
143,47
143,45
143,40
143,35
143,30
143,31
143,24
143,42
143,28
143,23
143,28
143,26
143,23
143,30
143,44
143,45
143,28
143,18
144,24
144,18
144,28
144,16
144,14
144,14
144,24
144,29
144,45
144,33
144,46
144,39
144,28
144,55
144,45
144,27
144,48
144,57
144,33
144,43
144,35
144,37
144,39
145,105
145,104
145,139
145,92
145,86
145,81
145,65
145,131
145,137
145,118
145,115
145,80
145,79
145,62
145,58
145,63
145,72
145,59
145,48
145,40
145,48
145,59
145,78
146,91
146,98
146,92
146,81
146,74
146,80
146,67
146,108
146,92
146,71
146,92
146,84
146,85
146,83
146,96
146,70
146,72
146,85
146,85
146,85
146,85
146,85
146,85
147,89
147,100
147,86
147,83
147,94
147,111
147,133
147,127
147,152
147,157
147,142
147,127
147,132
147,117
147,111
147,108
147,107
147,142
147,180
147,206
147,193
147,186
147,168
148,181
148,174
148,205
148,219
148,214
148,230
148,242
148,251
148,234
148,187
148,220
148,92
148,28
148,65
148,16
148,19
148,20
148,17
148,22
148,34
148,214
148,314
148,71
149,26
149,30
149,33
149,22
149,17
149,25
149,29
149,18
149,19
149,23
149,54
149,41
149,26
149,18
149,37
149,39
149,29
149,59
149,97
149,30
149,65
149,83
149,94
150,69
150,59
150,75
150,88
150,91
150,98
150,118
150,105
150,103
150,77
150,76
150,85
150,69
150,50
150,39
150,45
150,99
150,92
150,79
150,61
150,60
150,132
150,179
151,177
151,112
151,94
151,87
151,92
151,86
151,87
151,98
151,87
151,106
151,107
151,110
151,120
151,103
151,98
151,98
151,178
151,80
151,100
151,115
151,92
151,92
