idx,target
5,0.537634
5,0.537346
6,0.528123
6,0.528123
6,0.529381
6,0.529101
6,0.532765
6,0.532056
6,0.53135
6,0.533049
6,0.532623
6,0.534188
6,0.535045
6,0.537201
6,0.536481
6,0.536193
6,0.535475
6,0.535906
6,0.538503
6,0.537779
6,0.536769
6,0.536337
6,0.536625
6,0.535906
6,0.536625
6,0.536193
6,0.535045
6,0.537634
6,0.537346
6,0.536481
7,0.528123
7,0.529381
7,0.529101
7,0.532765
7,0.532056
7,0.53135
7,0.533049
7,0.532623
7,0.534188
7,0.535045
7,0.537201
7,0.536481
7,0.536193
7,0.535475
7,0.535906
7,0.538503
7,0.537779
7,0.536769
7,0.536337
7,0.536625
7,0.535906
7,0.536625
7,0.536193
7,0.535045
7,0.537634
7,0.537346
7,0.536481
7,0.535906
8,0.529381
8,0.529101
8,0.532765
8,0.532056
8,0.53135
8,0.533049
8,0.532623
8,0.534188
8,0.535045
8,0.537201
8,0.536481
8,0.536193
8,0.535475
8,0.535906
8,0.538503
8,0.537779
8,0.536769
8,0.536337
8,0.536625
8,0.535906
8,0.536625
8,0.536193
8,0.535045
8,0.537634
8,0.537346
8,0.536481
8,0.535906
8,0.536193
9,0.529101
9,0.532765
9,0.532056
9,0.53135
9,0.533049
9,0.532623
9,0.534188
9,0.535045
9,0.537201
9,0.536481
9,0.536193
9,0.535475
9,0.535906
9,0.538503
9,0.537779
9,0.536769
9,0.536337
9,0.536625
9,0.535906
9,0.536625
9,0.536193
9,0.535045
9,0.537634
9,0.537346
9,0.536481
9,0.535906
9,0.536193
9,0.536049
10,0.532765
10,0.532056
10,0.53135
10,0.533049
10,0.532623
10,0.534188
10,0.535045
10,0.537201
10,0.536481
10,0.536193
10,0.535475
10,0.535906
10,0.538503
10,0.537779
10,0.536769
10,0.536337
10,0.536625
10,0.535906
10,0.536625
10,0.536193
10,0.535045
10,0.537634
10,0.537346
10,0.536481
10,0.535906
10,0.536193
10,0.536049
10,0.535619
11,0.532056
11,0.53135
11,0.533049
11,0.532623
11,0.534188
11,0.535045
11,0.537201
11,0.536481
11,0.536193
11,0.535475
11,0.535906
11,0.538503
11,0.537779
11,0.536769
11,0.536337
11,0.536625
11,0.535906
11,0.536625
11,0.536193
11,0.535045
11,0.537634
11,0.537346
11,0.536481
11,0.535906
11,0.536193
11,0.536049
11,0.535619
11,0.533333
12,0.53135
12,0.533049
12,0.532623
12,0.534188
12,0.535045
12,0.537201
12,0.536481
12,0.536193
12,0.535475
12,0.535906
12,0.538503
12,0.537779
12,0.536769
12,0.536337
12,0.536625
12,0.535906
12,0.536625
12,0.536193
12,0.535045
12,0.537634
12,0.537346
12,0.536481
12,0.535906
12,0.536193
12,0.536049
12,0.535619
12,0.533333
12,0.533333
13,0.533049
13,0.532623
13,0.534188
13,0.535045
13,0.537201
13,0.536481
13,0.536193
13,0.535475
13,0.535906
13,0.538503
13,0.537779
13,0.536769
13,0.536337
13,0.536625
13,0.535906
13,0.536625
13,0.536193
13,0.535045
13,0.537634
13,0.537346
13,0.536481
13,0.535906
13,0.536193
13,0.536049
13,0.535619
13,0.533333
13,0.533333
13,0.534045
14,0.532623
14,0.534188
14,0.535045
14,0.537201
14,0.536481
14,0.536193
14,0.535475
14,0.535906
14,0.538503
14,0.537779
14,0.536769
14,0.536337
14,0.536625
14,0.535906
14,0.536625
14,0.536193
14,0.535045
14,0.537634
14,0.537346
14,0.536481
14,0.535906
14,0.536193
14,0.536049
14,0.535619
14,0.533333
14,0.533333
14,0.534045
14,0.533903
15,0.534188
15,0.535045
15,0.537201
15,0.536481
15,0.536193
15,0.535475
15,0.535906
15,0.538503
15,0.537779
15,0.536769
15,0.536337
15,0.536625
15,0.535906
15,0.536625
15,0.536193
15,0.535045
15,0.537634
15,0.537346
15,0.536481
15,0.535906
15,0.536193
15,0.536049
15,0.535619
15,0.533333
15,0.533333
15,0.534045
15,0.533903
15,0.533476
16,0.535045
16,0.537201
16,0.536481
16,0.536193
16,0.535475
16,0.535906
16,0.538503
16,0.537779
16,0.536769
16,0.536337
16,0.536625
16,0.535906
16,0.536625
16,0.536193
16,0.535045
16,0.537634
16,0.537346
16,0.536481
16,0.535906
16,0.536193
16,0.536049
16,0.535619
16,0.533333
16,0.533333
16,0.534045
16,0.533903
16,0.533476
16,0.533618
17,0.537201
17,0.536481
17,0.536193
17,0.535475
17,0.535906
17,0.538503
17,0.537779
17,0.536769
17,0.536337
17,0.536625
17,0.535906
17,0.536625
17,0.536193
17,0.535045
17,0.537634
17,0.537346
17,0.536481
17,0.535906
17,0.536193
17,0.536049
17,0.535619
17,0.533333
17,0.533333
17,0.534045
17,0.533903
17,0.533476
17,0.533618
17,0.534045
18,0.536481
18,0.536193
18,0.535475
18,0.535906
18,0.538503
18,0.537779
18,0.536769
18,0.536337
18,0.536625
18,0.535906
18,0.536625
18,0.536193
18,0.535045
18,0.537634
18,0.537346
18,0.536481
18,0.535906
18,0.536193
18,0.536049
18,0.535619
18,0.533333
18,0.533333
18,0.534045
18,0.533903
18,0.533476
18,0.533618
18,0.534045
18,0.533618
19,0.536193
19,0.535475
19,0.535906
19,0.538503
19,0.537779
19,0.536769
19,0.536337
19,0.536625
19,0.535906
19,0.536625
19,0.536193
19,0.535045
19,0.537634
19,0.537346
19,0.536481
19,0.535906
19,0.536193
19,0.536049
19,0.535619
19,0.533333
19,0.533333
19,0.534045
19,0.533903
19,0.533476
19,0.533618
19,0.534045
19,0.533618
19,0.532623
20,0.535475
20,0.535906
20,0.538503
20,0.537779
20,0.536769
20,0.536337
20,0.536625
20,0.535906
20,0.536625
20,0.536193
20,0.535045
20,0.537634
20,0.537346
20,0.536481
20,0.535906
20,0.536193
20,0.536049
20,0.535619
20,0.533333
20,0.533333
20,0.534045
20,0.533903
20,0.533476
20,0.533618
20,0.534045
20,0.533618
20,0.532623
20,0.533333
21,0.535906
21,0.538503
21,0.537779
21,0.536769
21,0.536337
21,0.536625
21,0.535906
21,0.536625
21,0.536193
21,0.535045
21,0.537634
21,0.537346
21,0.536481
21,0.535906
21,0.536193
21,0.536049
21,0.535619
21,0.533333
21,0.533333
21,0.534045
21,0.533903
21,0.533476
21,0.533618
21,0.534045
21,0.533618
21,0.532623
21,0.533333
21,0.533333
22,0.538503
22,0.537779
22,0.536769
22,0.536337
22,0.536625
22,0.535906
22,0.536625
22,0.536193
22,0.535045
22,0.537634
22,0.537346
22,0.536481
22,0.535906
22,0.536193
22,0.536049
22,0.535619
22,0.533333
22,0.533333
22,0.534045
22,0.533903
22,0.533476
22,0.533618
22,0.534045
22,0.533618
22,0.532623
22,0.533333
22,0.533333
22,0.533618
23,0.537779
23,0.536769
23,0.536337
23,0.536625
23,0.535906
23,0.536625
23,0.536193
23,0.535045
23,0.537634
23,0.537346
23,0.536481
23,0.535906
23,0.536193
23,0.536049
23,0.535619
23,0.533333
23,0.533333
23,0.534045
23,0.533903
23,0.533476
23,0.533618
23,0.534045
23,0.533618
23,0.532623
23,0.533333
23,0.533333
23,0.533618
23,0.533618
24,0.536769
24,0.536337
24,0.536625
24,0.535906
24,0.536625
24,0.536193
24,0.535045
24,0.537634
24,0.537346
24,0.536481
24,0.535906
24,0.536193
24,0.536049
24,0.535619
24,0.533333
24,0.533333
24,0.534045
24,0.533903
24,0.533476
24,0.533618
24,0.534045
24,0.533618
24,0.532623
24,0.533333
24,0.533333
24,0.533618
24,0.533618
24,0.533476
25,0.536337
25,0.536625
25,0.535906
25,0.536625
25,0.536193
25,0.535045
25,0.537634
25,0.537346
25,0.536481
25,0.535906
25,0.536193
25,0.536049
25,0.535619
25,0.533333
25,0.533333
25,0.534045
25,0.533903
25,0.533476
25,0.533618
25,0.534045
25,0.533618
25,0.532623
25,0.533333
25,0.533333
25,0.533618
25,0.533618
25,0.533476
25,0.532056
26,0.536625
26,0.535906
26,0.536625
26,0.536193
26,0.535045
26,0.537634
26,0.537346
26,0.536481
26,0.535906
26,0.536193
26,0.536049
26,0.535619
26,0.533333
26,0.533333
26,0.534045
26,0.533903
26,0.533476
26,0.533618
26,0.534045
26,0.533618
26,0.532623
26,0.533333
26,0.533333
26,0.533618
26,0.533618
26,0.533476
26,0.532056
26,0.53135
27,0.535906
27,0.536625
27,0.536193
27,0.535045
27,0.537634
27,0.537346
27,0.536481
27,0.535906
27,0.536193
27,0.536049
27,0.535619
27,0.533333
27,0.533333
27,0.534045
27,0.533903
27,0.533476
27,0.533618
27,0.534045
27,0.533618
27,0.532623
27,0.533333
27,0.533333
27,0.533618
27,0.533618
27,0.533476
27,0.532056
27,0.53135
27,0.531773
28,0.536625
28,0.536193
28,0.535045
28,0.537634
28,0.537346
28,0.536481
28,0.535906
28,0.536193
28,0.536049
28,0.535619
28,0.533333
28,0.533333
28,0.534045
28,0.533903
28,0.533476
28,0.533618
28,0.534045
28,0.533618
28,0.532623
28,0.533333
28,0.533333
28,0.533618
28,0.533618
28,0.533476
28,0.532056
28,0.53135
28,0.531773
28,0.530926
29,0.536193
29,0.535045
29,0.537634
29,0.537346
29,0.536481
29,0.535906
29,0.536193
29,0.536049
29,0.535619
29,0.533333
29,0.533333
29,0.534045
29,0.533903
29,0.533476
29,0.533618
29,0.534045
29,0.533618
29,0.532623
29,0.533333
29,0.533333
29,0.533618
29,0.533618
29,0.533476
29,0.532056
29,0.53135
29,0.531773
29,0.530926
29,0.530786
30,0.535045
30,0.537634
30,0.537346
30,0.536481
30,0.535906
30,0.536193
30,0.536049
30,0.535619
30,0.533333
30,0.533333
30,0.534045
30,0.533903
30,0.533476
30,0.533618
30,0.534045
30,0.533618
30,0.532623
30,0.533333
30,0.533333
30,0.533618
30,0.533618
30,0.533476
30,0.532056
30,0.53135
30,0.531773
30,0.530926
30,0.530786
30,0.529801
31,0.537634
31,0.537346
31,0.536481
31,0.535906
31,0.536193
31,0.536049
31,0.535619
31,0.533333
31,0.533333
31,0.534045
31,0.533903
31,0.533476
31,0.533618
31,0.534045
31,0.533618
31,0.532623
31,0.533333
31,0.533333
31,0.533618
31,0.533618
31,0.533476
31,0.532056
31,0.53135
31,0.531773
31,0.530926
31,0.530786
31,0.529801
31,0.530082
32,0.537346
32,0.536481
32,0.535906
32,0.536193
32,0.536049
32,0.535619
32,0.533333
32,0.533333
32,0.534045
32,0.533903
32,0.533476
32,0.533618
32,0.534045
32,0.533618
32,0.532623
32,0.533333
32,0.533333
32,0.533618
32,0.533618
32,0.533476
32,0.532056
32,0.53135
32,0.531773
32,0.530926
32,0.530786
32,0.529801
32,0.530082
32,0.530363
33,0.536481
33,0.535906
33,0.536193
33,0.536049
33,0.535619
33,0.533333
33,0.533333
33,0.534045
33,0.533903
33,0.533476
33,0.533618
33,0.534045
33,0.533618
33,0.532623
33,0.533333
33,0.533333
33,0.533618
33,0.533618
33,0.533476
33,0.532056
33,0.53135
33,0.531773
33,0.530926
33,0.530786
33,0.529801
33,0.530082
33,0.530363
33,0.530223
34,0.535906
34,0.536193
34,0.536049
34,0.535619
34,0.533333
34,0.533333
34,0.534045
34,0.533903
34,0.533476
34,0.533618
34,0.534045
34,0.533618
34,0.532623
34,0.533333
34,0.533333
34,0.533618
34,0.533618
34,0.533476
34,0.532056
34,0.53135
34,0.531773
34,0.530926
34,0.530786
34,0.529801
34,0.530082
34,0.530363
34,0.530223
34,0.530645
35,0.536193
35,0.536049
35,0.535619
35,0.533333
35,0.533333
35,0.534045
35,0.533903
35,0.533476
35,0.533618
35,0.534045
35,0.533618
35,0.532623
35,0.533333
35,0.533333
35,0.533618
35,0.533618
35,0.533476
35,0.532056
35,0.53135
35,0.531773
35,0.530926
35,0.530786
35,0.529801
35,0.530082
35,0.530363
35,0.530223
35,0.530645
35,0.531915
36,0.536049
36,0.535619
36,0.533333
36,0.533333
36,0.534045
36,0.533903
36,0.533476
36,0.533618
36,0.534045
36,0.533618
36,0.532623
36,0.533333
36,0.533333
36,0.533618
36,0.533618
36,0.533476
36,0.532056
36,0.53135
36,0.531773
36,0.530926
36,0.530786
36,0.529801
36,0.530082
36,0.530363
36,0.530223
36,0.530645
36,0.531915
36,0.532481
37,0.535619
37,0.533333
37,0.533333
37,0.534045
37,0.533903
37,0.533476
37,0.533618
37,0.534045
37,0.533618
37,0.532623
37,0.533333
37,0.533333
37,0.533618
37,0.533618
37,0.533476
37,0.532056
37,0.53135
37,0.531773
37,0.530926
37,0.530786
37,0.529801
37,0.530082
37,0.530363
37,0.530223
37,0.530645
37,0.531915
37,0.532481
37,0.533191
38,0.533333
38,0.533333
38,0.534045
38,0.533903
38,0.533476
38,0.533618
38,0.534045
38,0.533618
38,0.532623
38,0.533333
38,0.533333
38,0.533618
38,0.533618
38,0.533476
38,0.532056
38,0.53135
38,0.531773
38,0.530926
38,0.530786
38,0.529801
38,0.530082
38,0.530363
38,0.530223
38,0.530645
38,0.531915
38,0.532481
38,0.533191
38,0.532765
39,0.533333
39,0.534045
39,0.533903
39,0.533476
39,0.533618
39,0.534045
39,0.533618
39,0.532623
39,0.533333
39,0.533333
39,0.533618
39,0.533618
39,0.533476
39,0.532056
39,0.53135
39,0.531773
39,0.530926
39,0.530786
39,0.529801
39,0.530082
39,0.530363
39,0.530223
39,0.530645
39,0.531915
39,0.532481
39,0.533191
39,0.532765
39,0.531915
40,0.534045
40,0.533903
40,0.533476
40,0.533618
40,0.534045
40,0.533618
40,0.532623
40,0.533333
40,0.533333
40,0.533618
40,0.533618
40,0.533476
40,0.532056
40,0.53135
40,0.531773
40,0.530926
40,0.530786
40,0.529801
40,0.530082
40,0.530363
40,0.530223
40,0.530645
40,0.531915
40,0.532481
40,0.533191
40,0.532765
40,0.531915
40,0.532623
41,0.533903
41,0.533476
41,0.533618
41,0.534045
41,0.533618
41,0.532623
41,0.533333
41,0.533333
41,0.533618
41,0.533618
41,0.533476
41,0.532056
41,0.53135
41,0.531773
41,0.530926
41,0.530786
41,0.529801
41,0.530082
41,0.530363
41,0.530223
41,0.530645
41,0.531915
41,0.532481
41,0.533191
41,0.532765
41,0.531915
41,0.532623
41,0.532765
42,0.533476
42,0.533618
42,0.534045
42,0.533618
42,0.532623
42,0.533333
42,0.533333
42,0.533618
42,0.533618
42,0.533476
42,0.532056
42,0.53135
42,0.531773
42,0.530926
42,0.530786
42,0.529801
42,0.530082
42,0.530363
42,0.530223
42,0.530645
42,0.531915
42,0.532481
42,0.533191
42,0.532765
42,0.531915
42,0.532623
42,0.532765
42,0.532765
43,0.533618
43,0.534045
43,0.533618
43,0.532623
43,0.533333
43,0.533333
43,0.533618
43,0.533618
43,0.533476
43,0.532056
43,0.53135
43,0.531773
43,0.530926
43,0.530786
43,0.529801
43,0.530082
43,0.530363
43,0.530223
43,0.530645
43,0.531915
43,0.532481
43,0.533191
43,0.532765
43,0.531915
43,0.532623
43,0.532765
43,0.532765
43,0.532765
44,0.534045
44,0.533618
44,0.532623
44,0.533333
44,0.533333
44,0.533618
44,0.533618
44,0.533476
44,0.532056
44,0.53135
44,0.531773
44,0.530926
44,0.530786
44,0.529801
44,0.530082
44,0.530363
44,0.530223
44,0.530645
44,0.531915
44,0.532481
44,0.533191
44,0.532765
44,0.531915
44,0.532623
44,0.532765
44,0.532765
44,0.532765
44,0.532198
45,0.533618
45,0.532623
45,0.533333
45,0.533333
45,0.533618
45,0.533618
45,0.533476
45,0.532056
45,0.53135
45,0.531773
45,0.530926
45,0.530786
45,0.529801
45,0.530082
45,0.530363
45,0.530223
45,0.530645
45,0.531915
45,0.532481
45,0.533191
45,0.532765
45,0.531915
45,0.532623
45,0.532765
45,0.532765
45,0.532765
45,0.532198
45,0.532056
46,0.532623
46,0.533333
46,0.533333
46,0.533618
46,0.533618
46,0.533476
46,0.532056
46,0.53135
46,0.531773
46,0.530926
46,0.530786
46,0.529801
46,0.530082
46,0.530363
46,0.530223
46,0.530645
46,0.531915
46,0.532481
46,0.533191
46,0.532765
46,0.531915
46,0.532623
46,0.532765
46,0.532765
46,0.532765
46,0.532198
46,0.532056
46,0.533333
47,0.533333
47,0.533333
47,0.533618
47,0.533618
47,0.533476
47,0.532056
47,0.53135
47,0.531773
47,0.530926
47,0.530786
47,0.529801
47,0.530082
47,0.530363
47,0.530223
47,0.530645
47,0.531915
47,0.532481
47,0.533191
47,0.532765
47,0.531915
47,0.532623
47,0.532765
47,0.532765
47,0.532765
47,0.532198
47,0.532056
47,0.533333
47,0.533333
48,0.533333
48,0.533618
48,0.533618
48,0.533476
48,0.532056
48,0.53135
48,0.531773
48,0.530926
48,0.530786
48,0.529801
48,0.530082
48,0.530363
48,0.530223
48,0.530645
48,0.531915
48,0.532481
48,0.533191
48,0.532765
48,0.531915
48,0.532623
48,0.532765
48,0.532765
48,0.532765
48,0.532198
48,0.532056
48,0.533333
48,0.533333
48,0.532623
49,0.533618
49,0.533618
49,0.533476
49,0.532056
49,0.53135
49,0.531773
49,0.530926
49,0.530786
49,0.529801
49,0.530082
49,0.530363
49,0.530223
49,0.530645
49,0.531915
49,0.532481
49,0.533191
49,0.532765
49,0.531915
49,0.532623
49,0.532765
49,0.532765
49,0.532765
49,0.532198
49,0.532056
49,0.533333
49,0.533333
49,0.532623
49,0.532056
50,0.533618
50,0.533476
50,0.532056
50,0.53135
50,0.531773
50,0.530926
50,0.530786
50,0.529801
50,0.530082
50,0.530363
50,0.530223
50,0.530645
50,0.531915
50,0.532481
50,0.533191
50,0.532765
50,0.531915
50,0.532623
50,0.532765
50,0.532765
50,0.532765
50,0.532198
50,0.532056
50,0.533333
50,0.533333
50,0.532623
50,0.532056
50,0.532623
51,0.533476
51,0.532056
51,0.53135
51,0.531773
51,0.530926
51,0.530786
51,0.529801
51,0.530082
51,0.530363
51,0.530223
51,0.530645
51,0.531915
51,0.532481
51,0.533191
51,0.532765
51,0.531915
51,0.532623
51,0.532765
51,0.532765
51,0.532765
51,0.532198
51,0.532056
51,0.533333
51,0.533333
51,0.532623
51,0.532056
51,0.532623
51,0.532623
52,0.532056
52,0.53135
52,0.531773
52,0.530926
52,0.530786
52,0.529801
52,0.530082
52,0.530363
52,0.530223
52,0.530645
52,0.531915
52,0.532481
52,0.533191
52,0.532765
52,0.531915
52,0.532623
52,0.532765
52,0.532765
52,0.532765
52,0.532198
52,0.532056
52,0.533333
52,0.533333
52,0.532623
52,0.532056
52,0.532623
52,0.532623
52,0.532623
53,0.53135
53,0.531773
53,0.530926
53,0.530786
53,0.529801
53,0.530082
53,0.530363
53,0.530223
53,0.530645
53,0.531915
53,0.532481
53,0.533191
53,0.532765
53,0.531915
53,0.532623
53,0.532765
53,0.532765
53,0.532765
53,0.532198
53,0.532056
53,0.533333
53,0.533333
53,0.532623
53,0.532056
53,0.532623
53,0.532623
53,0.532623
53,0.532765
54,0.531773
54,0.530926
54,0.530786
54,0.529801
54,0.530082
54,0.530363
54,0.530223
54,0.530645
54,0.531915
54,0.532481
54,0.533191
54,0.532765
54,0.531915
54,0.532623
54,0.532765
54,0.532765
54,0.532765
54,0.532198
54,0.532056
54,0.533333
54,0.533333
54,0.532623
54,0.532056
54,0.532623
54,0.532623
54,0.532623
54,0.532765
54,0.533049
55,0.530926
55,0.530786
55,0.529801
55,0.530082
55,0.530363
55,0.530223
55,0.530645
55,0.531915
55,0.532481
55,0.533191
55,0.532765
55,0.531915
55,0.532623
55,0.532765
55,0.532765
55,0.532765
55,0.532198
55,0.532056
55,0.533333
55,0.533333
55,0.532623
55,0.532056
55,0.532623
55,0.532623
55,0.532623
55,0.532765
55,0.533049
55,0.533333
56,0.530786
56,0.529801
56,0.530082
56,0.530363
56,0.530223
56,0.530645
56,0.531915
56,0.532481
56,0.533191
56,0.532765
56,0.531915
56,0.532623
56,0.532765
56,0.532765
56,0.532765
56,0.532198
56,0.532056
56,0.533333
56,0.533333
56,0.532623
56,0.532056
56,0.532623
56,0.532623
56,0.532623
56,0.532765
56,0.533049
56,0.533333
56,0.532623
57,0.529801
57,0.530082
57,0.530363
57,0.530223
57,0.530645
57,0.531915
57,0.532481
57,0.533191
57,0.532765
57,0.531915
57,0.532623
57,0.532765
57,0.532765
57,0.532765
57,0.532198
57,0.532056
57,0.533333
57,0.533333
57,0.532623
57,0.532056
57,0.532623
57,0.532623
57,0.532623
57,0.532765
57,0.533049
57,0.533333
57,0.532623
57,0.533049
58,0.530082
58,0.530363
58,0.530223
58,0.530645
58,0.531915
58,0.532481
58,0.533191
58,0.532765
58,0.531915
58,0.532623
58,0.532765
58,0.532765
58,0.532765
58,0.532198
58,0.532056
58,0.533333
58,0.533333
58,0.532623
58,0.532056
58,0.532623
58,0.532623
58,0.532623
58,0.532765
58,0.533049
58,0.533333
58,0.532623
58,0.533049
58,0.533049
59,0.530363
59,0.530223
59,0.530645
59,0.531915
59,0.532481
59,0.533191
59,0.532765
59,0.531915
59,0.532623
59,0.532765
59,0.532765
59,0.532765
59,0.532198
59,0.532056
59,0.533333
59,0.533333
59,0.532623
59,0.532056
59,0.532623
59,0.532623
59,0.532623
59,0.532765
59,0.533049
59,0.533333
59,0.532623
59,0.533049
59,0.533049
59,0.534902
60,0.530223
60,0.530645
60,0.531915
60,0.532481
60,0.533191
60,0.532765
60,0.531915
60,0.532623
60,0.532765
60,0.532765
60,0.532765
60,0.532198
60,0.532056
60,0.533333
60,0.533333
60,0.532623
60,0.532056
60,0.532623
60,0.532623
60,0.532623
60,0.532765
60,0.533049
60,0.533333
60,0.532623
60,0.533049
60,0.533049
60,0.534902
60,0.535619
61,0.530645
61,0.531915
61,0.532481
61,0.533191
61,0.532765
61,0.531915
61,0.532623
61,0.532765
61,0.532765
61,0.532765
61,0.532198
61,0.532056
61,0.533333
61,0.533333
61,0.532623
61,0.532056
61,0.532623
61,0.532623
61,0.532623
61,0.532765
61,0.533049
61,0.533333
61,0.532623
61,0.533049
61,0.533049
61,0.534902
61,0.535619
61,0.536769
62,0.531915
62,0.532481
62,0.533191
62,0.532765
62,0.531915
62,0.532623
62,0.532765
62,0.532765
62,0.532765
62,0.532198
62,0.532056
62,0.533333
62,0.533333
62,0.532623
62,0.532056
62,0.532623
62,0.532623
62,0.532623
62,0.532765
62,0.533049
62,0.533333
62,0.532623
62,0.533049
62,0.533049
62,0.534902
62,0.535619
62,0.536769
62,0.540249
63,0.532481
63,0.533191
63,0.532765
63,0.531915
63,0.532623
63,0.532765
63,0.532765
63,0.532765
63,0.532198
63,0.532056
63,0.533333
63,0.533333
63,0.532623
63,0.532056
63,0.532623
63,0.532623
63,0.532623
63,0.532765
63,0.533049
63,0.533333
63,0.532623
63,0.533049
63,0.533049
63,0.534902
63,0.535619
63,0.536769
63,0.540249
63,0.540394
64,0.533191
64,0.532765
64,0.531915
64,0.532623
64,0.532765
64,0.532765
64,0.532765
64,0.532198
64,0.532056
64,0.533333
64,0.533333
64,0.532623
64,0.532056
64,0.532623
64,0.532623
64,0.532623
64,0.532765
64,0.533049
64,0.533333
64,0.532623
64,0.533049
64,0.533049
64,0.534902
64,0.535619
64,0.536769
64,0.540249
64,0.540394
64,0.540687
65,0.532765
65,0.531915
65,0.532623
65,0.532765
65,0.532765
65,0.532765
65,0.532198
65,0.532056
65,0.533333
65,0.533333
65,0.532623
65,0.532056
65,0.532623
65,0.532623
65,0.532623
65,0.532765
65,0.533049
65,0.533333
65,0.532623
65,0.533049
65,0.533049
65,0.534902
65,0.535619
65,0.536769
65,0.540249
65,0.540394
65,0.540687
65,0.539374
66,0.531915
66,0.532623
66,0.532765
66,0.532765
66,0.532765
66,0.532198
66,0.532056
66,0.533333
66,0.533333
66,0.532623
66,0.532056
66,0.532623
66,0.532623
66,0.532623
66,0.532765
66,0.533049
66,0.533333
66,0.532623
66,0.533049
66,0.533049
66,0.534902
66,0.535619
66,0.536769
66,0.540249
66,0.540394
66,0.540687
66,0.539374
66,0.53952
67,0.532623
67,0.532765
67,0.532765
67,0.532765
67,0.532198
67,0.532056
67,0.533333
67,0.533333
67,0.532623
67,0.532056
67,0.532623
67,0.532623
67,0.532623
67,0.532765
67,0.533049
67,0.533333
67,0.532623
67,0.533049
67,0.533049
67,0.534902
67,0.535619
67,0.536769
67,0.540249
67,0.540394
67,0.540687
67,0.539374
67,0.53952
67,0.539432
68,0.532765
68,0.532765
68,0.532765
68,0.532198
68,0.532056
68,0.533333
68,0.533333
68,0.532623
68,0.532056
68,0.532623
68,0.532623
68,0.532623
68,0.532765
68,0.533049
68,0.533333
68,0.532623
68,0.533049
68,0.533049
68,0.534902
68,0.535619
68,0.536769
68,0.540249
68,0.540394
68,0.540687
68,0.539374
68,0.53952
68,0.539432
68,0.539316
69,0.532765
69,0.532765
69,0.532198
69,0.532056
69,0.533333
69,0.533333
69,0.532623
69,0.532056
69,0.532623
69,0.532623
69,0.532623
69,0.532765
69,0.533049
69,0.533333
69,0.532623
69,0.533049
69,0.533049
69,0.534902
69,0.535619
69,0.536769
69,0.540249
69,0.540394
69,0.540687
69,0.539374
69,0.53952
69,0.539432
69,0.539316
69,0.539258
70,0.532765
70,0.532198
70,0.532056
70,0.533333
70,0.533333
70,0.532623
70,0.532056
70,0.532623
70,0.532623
70,0.532623
70,0.532765
70,0.533049
70,0.533333
70,0.532623
70,0.533049
70,0.533049
70,0.534902
70,0.535619
70,0.536769
70,0.540249
70,0.540394
70,0.540687
70,0.539374
70,0.53952
70,0.539432
70,0.539316
70,0.539258
70,0.540541
71,0.532198
71,0.532056
71,0.533333
71,0.533333
71,0.532623
71,0.532056
71,0.532623
71,0.532623
71,0.532623
71,0.532765
